item_id,src_file,src_line,kind,heading_path,content,design_dest,actual_file,actual_line,verdict,note
B-1927,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,626,para,テストソースコード実装例 > クラスのプロパティを検証したい,データの意味は、2行目が プロパティ名、3行目以降が検証時に使用するプロパティの値となる。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,626,KEPT,照合方法: para/admonition 冒頭（句点区切り）: データの意味は、2行目が プロパティ名、3行目以降が検証時に使用するプロパティの; after L626 に同テキスト存在
B-1928,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,628,para,テストソースコード実装例 > クラスのプロパティを検証したい,以下のメソッドにより、プロパティの持つ値がExcelファイルに記載したデータとなっていることを検証できる。 第1引数にはエラー時に表示するメッセージ、第2引数にはシート名、第3引数にはID、第4引数に検証対象のクラス、クラスの配列、クラスのリストのいずれかを指定する。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,42,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 以下のメソッドにより、プロパティの持つ値がExcelファイルに記載したデータとな; after L42 に近似テキスト存在（行移動）
B-1929,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,631,para,テストソースコード実装例 > クラスのプロパティを検証したい,"* ``HttpRequestTestSupport#assertObjectPropertyEquals(String message, String sheetName, String id, Object actual)`` * ``HttpRequestTestSupport#assertObjectArray",B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,631,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * ``HttpRequestTestSupport#assertObjectP; after L631 に同テキスト存在
B-1930,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,637,heading,,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,48,KEPT,照合方法: heading タイトル全文: テストソースコード実装例; after L48 に同テキスト存在
B-1931,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,640,code,テストソースコード実装例,"public class UserUpdateActionRequestTest extends HttpRequestTestSupport {
@Test
public void testRW11AC0301Normal() {",B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,642,KEPT,照合方法: code 冒頭行: public class UserUpdateActionRequestTest extends H; after L642 に同テキスト存在
B-1932,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,663,heading,,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,663,MODIFIED,照合方法: heading タイトル全文: Excelファイル記述例; L663 テキスト変更: before='========================' → after='=========================='
B-1933,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,665,para,Excelファイル記述例,LIST_MAP=expectedUsers,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,665,KEPT,照合方法: para/admonition 冒頭（句点区切り）: LIST_MAP=expectedUsers; after L665 に同テキスト存在
B-1934,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,667,table,Excelファイル記述例,kanjiName | kanaName | mailAddress,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,656,KEPT,照合方法: table 先頭セル: kanjiName; after L656 に同テキスト存在
B-1935,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,678,heading,Excelファイル記述例,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,677,KEPT,照合方法: heading タイトル全文: テストデータに空白、空文字、改行やnullを記述したい; after L677 に同テキスト存在
B-1936,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,680,para,Excelファイル記述例 > テストデータに空白、空文字、改行やnullを記述したい,:ref:`special_notation_in_cell` を参照。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,680,KEPT,照合方法: para/admonition 冒頭（句点区切り）: :ref:`special_notation_in_cell` を参照。; after L680 に同テキスト存在
B-1937,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,683,para,Excelファイル記述例 > テストデータに空白、空文字、改行やnullを記述したい,\,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,387,KEPT,照合方法: para/admonition 冒頭（句点区切り）: \; after L387 に同テキスト存在
B-1938,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,690,heading,Excelファイル記述例,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,689,KEPT,照合方法: heading タイトル全文: テストデータに空行を記述したい; after L689 に同テキスト存在
B-1939,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,692,para,Excelファイル記述例 > テストデータに空行を記述したい,"可変長ファイルを扱う場合等で、テストデータに空行を含めたい場合がある。 全くの空行は無視されるため、:ref:`special_notation_in_cell` の ダブルクォーテーションを使用して\ ``""""``\ のように空文字列を記述することで、 空行を表すことができる。",B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,692,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 可変長ファイルを扱う場合等で、テストデータに空行を含めたい場合がある。; after L692 に同テキスト存在
B-1940,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,697,para,Excelファイル記述例 > テストデータに空行を記述したい,以下の例では、2レコード目が空行となる。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,697,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 以下の例では、2レコード目が空行となる。; after L697 に同テキスト存在
B-1941,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,699,para,Excelファイル記述例 > テストデータに空行を記述したい,**SETUP_VARIABLE=/path/to/file.csv**,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,699,KEPT,照合方法: para/admonition 冒頭（句点区切り）: **SETUP_VARIABLE=/path/to/file.csv**; after L699 に同テキスト存在
B-1942,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,701,para,Excelファイル記述例 > テストデータに空行を記述したい,＜中略＞,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,459,KEPT,照合方法: para/admonition 冒頭（句点区切り）: ＜中略＞; after L459 に同テキスト存在
B-1943,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,703,table,Excelファイル記述例 > テストデータに空行を記述したい,name | address,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,319,KEPT,照合方法: table 先頭セル: name; after L319 に同テキスト存在
B-1944,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,713,admonition,Excelファイル記述例 > テストデータに空行を記述したい,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,11,KEPT,照合方法: para/admonition 冒頭（句点区切り）: tip; after L11 に同テキスト存在
B-1945,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,714,para,Excelファイル記述例 > テストデータに空行を記述したい,"空行を表す場合、全てのセルを\ ``""""``\ で埋める必要はない。 行のうちのいずれか1セルだけでよい。可読性を考慮し、 左端のセルに\ ``""""``\ を記載することを推奨する。",B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,714,KEPT,"照合方法: para/admonition 冒頭（句点区切り）: 空行を表す場合、全てのセルを\ ``""""``\ で埋める必要はない。; after L714 に同テキスト存在"
B-1946,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,723,heading,Excelファイル記述例,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,722,KEPT,照合方法: heading タイトル全文: マスタデータを変更してテストを行いたい; after L722 に同テキスト存在
B-1947,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,725,para,Excelファイル記述例 > マスタデータを変更してテストを行いたい,:doc:`04_MasterDataRestore` を参照,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,725,KEPT,照合方法: para/admonition 冒頭（句点区切り）: :doc:; after L725 に同テキスト存在
B-1948,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,732,heading,Excelファイル記述例,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,731,KEPT,照合方法: heading タイトル全文: テストデータ読み込みディレクトリを変更したい; after L731 に同テキスト存在
B-1949,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,734,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,デフォルトの設定では、テストデータは\ ``test/java``\ 配下から読み込まれる。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,734,KEPT,照合方法: para/admonition 冒頭（句点区切り）: デフォルトの設定では、テストデータは; after L734 に同テキスト存在
B-1950,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,736,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,プロジェクトのディレクトリ構成に応じて、テストデータディレクトリを変更する必要がある場合、 コンポーネント設定ファイルに以下の設定を追加する\ [#]_\ 。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,736,KEPT,照合方法: para/admonition 冒頭（句点区切り）: プロジェクトのディレクトリ構成に応じて、テストデータディレクトリを変更する必要が; after L736 に同テキスト存在
B-1951,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,739,table,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,キー | 値,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,740,KEPT,照合方法: table 先頭セル: キー; after L740 に同テキスト存在
B-1952,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,746,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,\,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,387,KEPT,照合方法: para/admonition 冒頭（句点区切り）: \; after L387 に同テキスト存在
B-1953,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,750,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,設定例を以下に示す。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,750,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 設定例を以下に示す。; after L750 に同テキスト存在
B-1954,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,752,code,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,,B-6,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1955,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,754,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,nablarch.test.resource-root=path/to/test-data-dir,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,754,KEPT,照合方法: para/admonition 冒頭（句点区切り）: nablarch.test.resource-root=path/to/test; after L754 に同テキスト存在
B-1956,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,756,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,\,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,387,KEPT,照合方法: para/admonition 冒頭（句点区切り）: \; after L387 に同テキスト存在
B-1957,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,758,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,複数のディレクトリからテストデータを読み込みたい場合は、 セミコロンで区切ることにより複数指定できる。 設定例を以下に示す。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,758,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 複数のディレクトリからテストデータを読み込みたい場合は、 セミコロンで区切ること; after L758 に近似テキスト存在（行移動）
B-1958,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,762,code,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,,B-6,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1959,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,764,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,nablarch.test.resource-root=test/online;test/batch,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,764,KEPT,照合方法: para/admonition 冒頭（句点区切り）: nablarch.test.resource-root=test/online;; after L764 に同テキスト存在
B-1960,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,766,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,\,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,387,KEPT,照合方法: para/admonition 冒頭（句点区切り）: \; after L387 に同テキスト存在
B-1961,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,769,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,一時的に設定を変更する場合は、設定ファイルを変更しなくても、 テスト実行時のVM引数指定を追加することで代替可能である。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,769,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 一時的に設定を変更する場合は、設定ファイルを変更しなくても、 テスト実行時のVM; after L769 に近似テキスト存在（行移動）
B-1962,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,772,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,【例】 \ ``-Dnablarch.test.resource-root=path/to/test-data-dir``\,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,772,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 【例】 \; after L772 に同テキスト存在
B-1963,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,774,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,\,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,387,KEPT,照合方法: para/admonition 冒頭（句点区切り）: \; after L387 に同テキスト存在
B-1964,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,777,para,Excelファイル記述例 > テストデータ読み込みディレクトリを変更したい,複数のディレクトリを指定した場合、同名のテストデータが存在した場合、 最初に発見されたテストデータが読み込まれる。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,777,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 複数のディレクトリを指定した場合、同名のテストデータが存在した場合、 最初に発見; after L777 に近似テキスト存在（行移動）
B-1965,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,786,heading,Excelファイル記述例,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,785,KEPT,照合方法: heading タイトル全文: メッセージング処理でテストデータに対し定型的な変換処理を追加したい; after L785 に同テキスト存在
B-1966,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,788,para,Excelファイル記述例 > メッセージング処理でテストデータに対し定型的な変換処理を追加したい,テストデータ用のExcelに記述されたデータはデフォルトでは指定されたエンコーディングを使用してバイト列に変換されるのみである。 例えばURLエンコーディングされたデータが他システムから連携される場合、URLエンコーディングされたデータをExcelに記述する必要があるが、 可読性や保守性、作業効率といった面で現実的では,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,788,MODIFIED,照合方法: para/admonition 冒頭（句点区切り）: テストデータ用のExcelに記述されたデータはデフォルトでは指定されたエンコーデ; L788 テキスト変更: before='テストデータ用のExcelに記述されたデータはデフォルトでは指定されたエンコーデ' → after='テストデータファイルに記述されたデータはデフォルトでは指定されたエンコーディング'
B-1967,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,792,para,Excelファイル記述例 > メッセージング処理でテストデータに対し定型的な変換処理を追加したい,以下のインタフェースを実装し、システムリポジトリに登録することでURLエンコーディングのような定型的な変換処理を追加できる。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,792,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 以下のインタフェースを実装し、システムリポジトリに登録することでURLエンコーデ; after L792 に同テキスト存在
B-1968,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,795,heading,,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,794,KEPT,照合方法: heading タイトル全文: 実装するインタフェース; after L794 に同テキスト存在
B-1969,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,797,para,実装するインタフェース,* ``nablarch.test.core.file.TestDataConverter``,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,797,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * ``nablarch.test.core.file.TestDataConv; after L797 に同テキスト存在
B-1970,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,800,heading,,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,799,KEPT,照合方法: heading タイトル全文: システムリポジトリ登録内容; after L799 に同テキスト存在
B-1971,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,802,table,システムリポジトリ登録内容,キー | 値,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,740,KEPT,照合方法: table 先頭セル: キー; after L740 に同テキスト存在
B-1972,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,810,heading,,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,809,KEPT,照合方法: heading タイトル全文: システムリポジトリ登録例; after L809 に同テキスト存在
B-1973,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,812,code,システムリポジトリ登録例,,B-6,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-1974,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,814,para,システムリポジトリ登録例,"<!-- テストデータコンバータ定義 --> <component name=""TestDataConverter_FormUrlEncoded"" class=""please.change.me.test.core.file.FormUrlEncodedTestDataConverter""/>",B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,814,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストデータコンバータ定義; after L814 に同テキスト存在
B-1975,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,819,heading,,,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,819,MODIFIED,照合方法: heading タイトル全文: Excelファイル記述例; L819 テキスト変更: before='====================' → after='=========================='
B-1976,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,821,figure,Excelファイル記述例,./_images/data_convert_example.png,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,821,KEPT,照合方法: figure/image 冒頭; after L821 に同テキスト存在
B-1977,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,823,para,Excelファイル記述例,上記で指定したコンバータでセル内の各データにURLエンコーディングを行うように実装した場合、 テストフレームワーク内部では以下のデータを記述した場合と同様に扱われる。,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,823,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 上記で指定したコンバータでセル内の各データにURLエンコーディングを行うように実; after L823 に同テキスト存在
B-1978,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,826,figure,Excelファイル記述例,./_images/data_convert_internal.png,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,826,KEPT,照合方法: figure/image 冒頭; after L826 に同テキスト存在
B-1979,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,831,para,Excelファイル記述例,<br />,B-6,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/03_Tips.rst,831,KEPT,照合方法: para/admonition 冒頭（句点区切り）: <br />; after L831 に同テキスト存在
B-1980,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,5,heading,,,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,4,KEPT,照合方法: heading タイトル全文: マスタデータ復旧機能; after L4 に同テキスト存在
B-1981,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,8,para,マスタデータ復旧機能,:depth: 2 :local:,A-5,,,MISSING,照合方法: para/admonition 冒頭（句点区切り）: :depth: 2 :local:; 照合失敗: pattern=':depth: 2 :local:'
B-1982,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,12,heading,,,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,11,KEPT,照合方法: heading タイトル全文: 概要; after L11 に同テキスト存在
B-1983,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,14,para,概要,通常の場合、テスト行う際にマスタデータを書き換えることはない。 しかし、マスタメンテナンス機能等のテストでは、マスタデータを変更しないと 実施できないテストケースが存在する。例えば、存在するはずのデータが存在しなかった場合のような 異常系テストケースでは、マスタデータからレコードを削除する必要がある。,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,14,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 通常の場合、テスト行う際にマスタデータを書き換えることはない。; after L14 に同テキスト存在
B-1984,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,19,para,概要,テスト中にマスタデータを変更した場合、それ以降のテストクラスのテストでは、 マスタデータが意図しない状態になっている為にテストが失敗することがある。,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,19,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テスト中にマスタデータを変更した場合、それ以降のテストクラスのテストでは、 マス; after L19 に近似テキスト存在（行移動）
B-1985,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,23,para,概要,このような、マスタデータ変更による意図しないテスト失敗を防止するため、 自動テスト中にマスタデータが更新された場合、そのテストメソッドが終了した時点で、 マスタデータを元の状態に復旧する機能を提供する。,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,23,KEPT,照合方法: para/admonition 冒頭（句点区切り）: このような、マスタデータ変更による意図しないテスト失敗を防止するため、 自動テス; after L23 に近似テキスト存在（行移動）
B-1986,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,29,heading,,,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,28,KEPT,照合方法: heading タイトル全文: 特徴; after L28 に同テキスト存在
B-1987,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,31,para,特徴,* テストの実行順序に依存せずに、常に正しい状態のマスタデータでテストできる。 * マスタデータ復旧は自動で行われるので、各テストクラスで復旧処理、復旧用データを用意する必要ない。 * バックアップ用スキーマからテーブル毎に一括で復旧するので、1件ずつINSERTする場合に比べて高速に復旧できる。,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,31,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * テストの実行順序に依存せずに、常に正しい状態のマスタデータでテストできる。; after L31 に同テキスト存在
B-1988,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,37,heading,,,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,36,KEPT,照合方法: heading タイトル全文: 必要となるスキーマ; after L36 に同テキスト存在
B-1989,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,39,para,必要となるスキーマ,本機能を使用するにあたり、以下の２つのスキーマが必要となる。,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,39,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 本機能を使用するにあたり、以下の２つのスキーマが必要となる。; after L39 に同テキスト存在
B-1990,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,41,table,必要となるスキーマ,":header-rows: 1;:class: white-space-normal;:widths: 2,6",A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,42,KEPT,照合方法: table 先頭セル: :header-rows: 1;:class: white-space-norm; after L42 に近似テキスト存在（行移動）
B-1991,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,58,heading,,,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,57,KEPT,照合方法: heading タイトル全文: 動作イメージ; after L57 に同テキスト存在
B-1992,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,60,para,動作イメージ,自動テストフレームワークはコンポーネント設定ファイルより、監視対象テーブル名一覧を取得する。 テスト実行中、自動テストフレームワークはSQLログを監視することにより、\ 監視対象テーブルを変更するSQL文が発行されたかどうかを検出する。,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,60,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 自動テストフレームワークはコンポーネント設定ファイルより、監視対象テーブル名一覧; after L60 に同テキスト存在
B-1993,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,65,figure,動作イメージ,_images/modification_detected.png,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,65,KEPT,照合方法: figure/image 冒頭; after L65 に同テキスト存在
B-1994,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,67,para,動作イメージ,監視対象テーブルを変更するSQL文が発行された場合、テストメソッド終了後に変更があったテーブルを復旧する。 テーブルを復旧する際、いったんテーブル内のレコードを全件削除する。 その後、バックアップ用スキーマのテーブルからレコードを全件挿入する。,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,67,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 監視対象テーブルを変更するSQL文が発行された場合、テストメソッド終了後に変更が; after L67 に同テキスト存在
B-1995,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,71,figure,動作イメージ,_images/copy_from_backup.png,A-5,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,71,KEPT,照合方法: figure/image 冒頭; after L71 に同テキスト存在
