# 生成: detect_term_variants.py scan (--terms .rn/20260724-ntf-yaml-support/mapping/tools/term_candidates.tsv)
# コーパス: current,input,fw,design
# 基準コミット(current): c24190607fef5d76c607aa08b36d2ab2f813efe5
category	canonical	surface	corpus	count	files	locations
電文	電文	電文	fw	122	10	ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:102;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:111;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:112;ja/application_framework/application_framework/handlers/mom_messaging/message_reply_handler.rst:3;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:3;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:9;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:11;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:14;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:25;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:26;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:50;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:82;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:107;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:109;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:121;ja/application_framework/application_framework/libraries/log/messaging_log.rst:115;ja/application_framework/application_framework/libraries/log/messaging_log.rst:226;ja/application_framework/application_framework/libraries/log/messaging_log.rst:268;ja/application_framework/application_framework/libraries/log/messaging_log.rst:359;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:20;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:177;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:218;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:220;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:238;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:244;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:257;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:262;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:268;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:278;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:21;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:22;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:108;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:109;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:142;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:151;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:152;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:159;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:164;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:166;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:167;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:171;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:172;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:187;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:189;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:190;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:195;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:207;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:221;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:271;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:339;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:341;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:351;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:355;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:356;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:381;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:382;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:447;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:477;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:484;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:495;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:497;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:498;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:499;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:500;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:508;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:510;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:511;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:513;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:530;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:544;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:558;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:560;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:564;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:565;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:572;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:641;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:646;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:649;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:650;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:662;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:663;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:675;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:676;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:700;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:763;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:778;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:813;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:815;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:833;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:839;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:845;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:851;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:859;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:861;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:872;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:878;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:883;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:889;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:899;ja/application_framework/application_framework/messaging/mom/application_design.rst:30;ja/application_framework/application_framework/messaging/mom/architecture.rst:9;ja/application_framework/application_framework/messaging/mom/architecture.rst:24;ja/application_framework/application_framework/messaging/mom/architecture.rst:63;ja/application_framework/application_framework/messaging/mom/architecture.rst:213;ja/application_framework/application_framework/messaging/mom/architecture.rst:214;ja/application_framework/application_framework/messaging/mom/architecture.rst:222;ja/application_framework/application_framework/messaging/mom/architecture.rst:252;ja/application_framework/application_framework/messaging/mom/architecture.rst:253;ja/application_framework/application_framework/messaging/mom/architecture.rst:357;ja/application_framework/application_framework/messaging/mom/architecture.rst:374;ja/application_framework/application_framework/messaging/mom/architecture.rst:375;ja/application_framework/application_framework/messaging/mom/feature_details.rst:47;ja/application_framework/application_framework/messaging/mom/feature_details.rst:48;ja/application_framework/application_framework/web_service/http_messaging/getting_started/save/index.rst:146
電文	電文	電文	design	0	0	
電文	要求電文	要求電文	current	78	12	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst:107;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst:111;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_send.rst:52;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst:52;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst:105;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst:153;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst:20;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst:38;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst:49;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst:52;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst:67;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst:133;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst:136;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst:166;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst:172;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/real.rst:118;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/real.rst:152;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/real.rst:204;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:16;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:19;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:29;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:30;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:36;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:56;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:84;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:87;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:89;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:97;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:113;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:115;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:120;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:164;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:165;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:205;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:207;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:209;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:224;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:248;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:293;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:295;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/send_sync.rst:296;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/http_send_sync.rst:28;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:30;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:32;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:45;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:52;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:61;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:75;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:78;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:139;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:140;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:222;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/03_DealUnitTest/send_sync.rst:225;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst:287;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst:288;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst:10;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst:111;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst:138;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst:162;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:10;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:46;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:50;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:53;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:59;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:75;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:85;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:94;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:96;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:103;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:107;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:118;ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_send_sync.rst:119
電文	要求電文	要求電文	input	17	4	.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:52;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:53;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:266;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:268;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:332;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:334;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:337;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:370;.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md:371;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md:72;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md:124;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md:89;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md:91;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md:218;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md:145;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md:146;.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md:509
電文	要求電文	要求電文	fw	49	6	ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:11;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:17;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:47;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:53;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:63;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:67;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:71;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:75;ja/application_framework/application_framework/handlers/http_messaging/http_messaging_request_parsing_handler.rst:79;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:76;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:80;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:109;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:112;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:118;ja/application_framework/application_framework/handlers/mom_messaging/message_resend_handler.rst:121;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:144;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:150;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:160;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:246;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:247;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:285;ja/application_framework/application_framework/libraries/system_messaging/http_system_messaging.rst:292;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:410;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:709;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:744;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:747;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:841;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:842;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:906;ja/application_framework/application_framework/libraries/system_messaging/mom_system_messaging.rst:913;ja/application_framework/application_framework/messaging/mom/application_design.rst:13;ja/application_framework/application_framework/messaging/mom/application_design.rst:19;ja/application_framework/application_framework/messaging/mom/application_design.rst:21;ja/application_framework/application_framework/messaging/mom/application_design.rst:37;ja/application_framework/application_framework/messaging/mom/application_design.rst:41;ja/application_framework/application_framework/messaging/mom/architecture.rst:8;ja/application_framework/application_framework/messaging/mom/architecture.rst:15;ja/application_framework/application_framework/messaging/mom/architecture.rst:19;ja/application_framework/application_framework/messaging/mom/architecture.rst:40;ja/application_framework/application_framework/messaging/mom/architecture.rst:42;ja/application_framework/application_framework/messaging/mom/architecture.rst:47;ja/application_framework/application_framework/messaging/mom/architecture.rst:52;ja/application_framework/application_framework/messaging/mom/architecture.rst:63;ja/application_framework/application_framework/messaging/mom/architecture.rst:66;ja/application_framework/application_framework/messaging/mom/architecture.rst:69;ja/application_framework/application_framework/messaging/mom/architecture.rst:219;ja/application_framework/application_framework/messaging/mom/architecture.rst:227;ja/application_framework/application_framework/messaging/mom/architecture.rst:354;ja/application_framework/application_framework/messaging/mom/architecture.rst:362
電文	要求電文	要求電文	design	0	0	
電文	要求電文	リクエストメッセージ	current	8	2	ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst:46;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst:49;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst:109;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst:166;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/real.rst:101;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/real.rst:115;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/real.rst:156;ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/real.rst:219
電文	要求電文	リクエストメッセージ	input	0	0	
電文	要求電文	リクエストメッセージ	fw	4	1	ja/application_framework/application_framework/web_service/http_messaging/application_design.rst:12;ja/application_framework/application_framework/web_service/http_messaging/application_design.rst:16;ja/application_framework/application_framework/web_service/http_messaging/application_design.rst:18;ja/application_framework/application_framework/web_service/http_messaging/application_design.rst:23
電文	要求電文	リクエストメッセージ	design	0	0	
