mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0027,current-0027,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst,25,39,Action/Componentのクラス単体テスト > Action/Component単体テストの書き方 > テストケース実行のパターン分け,15,user,第3部 テストの実装方法,コンポーネント単体テスト,使用方法,MOVE,テストケースを「戻り値(DB検索結果)を確認しなければならないもの」「戻り値(DB検索結果以外)を確認しなければならないもの」「処理終了後のDB状況を確認しなければならないもの」「メッセージIDを確認しなければならないもの」の4パターンに分類する表と、今回の例（DB挿入処理・2重登録時のエラー処理）が後2者に該当するという当てはめ。current-0028のテストデータ・テストクラス作成手順（DB確認・メッセージID確認の各書き方）を読み解く前提の分類基準であり、判断ルール1に準じ同じ使用方法セクションへMOVE。他バッチに同種の4分類記述は見当たらない（grep確認済み）。
current-0028,current-0028,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/02_componentUnitTest.rst,42,355,Action/Componentのクラス単体テスト > Action/Component単体テストの書き方 > テストデータとテストクラスの作成,314,user,第3部 テストの実装方法,コンポーネント単体テスト,使用方法,MOVE,314行のためsplit-plan.mdを確認（grep -n '^| current-0028' split-plan.md）。既承認結果は「no split」で、内容は「テストデータ（Excel）の配置規則、テストクラスの継承条件、事前準備データ作成、DB確認、メッセージID確認の各テストケースの書き方で、すべてアプリ開発者がコンポーネント単体テストを書く手順。設定ファイルやクラス差し替えの説明は含まない」と判定済み。宛先も第3部＞クラス単体テスト＞コンポーネント単体テストと明記されており、そのまま採用。テストデータの作成（Excel格納規則、DbAccessTestSupport継承のコード例）、事前準備データの作成処理（スレッドコンテキスト設定・挿入対象テーブル初期化・マスタ系データ投入のコード例）、処理終了後のDB状況確認（テストデータ入力値作成・commitTransactions()によるコミット・想定結果作成・assertTableEquals）、メッセージID確認（例外キャッチとメッセージID比較）の4部構成。batch-09のcurrent-0181〜0197（DbAccessTest.rstのAPI仕様・注意点説明）とDbAccessTestSupport継承・assertTableEquals等の用語が重なるが、split-plan.mdが「設定ファイルやクラス差し替えの説明は含まない」＝実践的な書き方チュートリアルとして両者を区別済みのため重複DROPとはしない。
current-0306,current-0306,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,1,2,(冒頭),2,user,,,,DROP,`.. _rest_testing_fw:`という内部参照ラベルのみで地の文を持たない。判断ルール1によりDROP。
current-0307,current-0307,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,10,14,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > (L2直下),5,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,機能概要,MOVE,リクエスト単体テスト(REST)では内蔵サーバを使用してテストを行う旨、RESTfulウェブサービス用実行基盤のみ必要なモジュールが他の実行基盤より多いためモジュール一覧記載のモジュールを依存関係に追加する必要がある旨の導入文（L2直下）。batch-13のcurrent-0199（ウェブアプリケーション版の同型導入文、機能概要へMOVE済み）と同じく、判断ルール1により後続の全体像・主なクラス（current-0308/0309）と同じdest_sectionへ。モジュール一覧・設定への言及があるが実体はcurrent-0310/0311側に譲り、本文自体は概要のスコープ説明に留まるためリクエスト単体テスト（RESTfulウェブサービス）ページの機能概要へMOVE。
current-0308,current-0308,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,17,19,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > 全体像,3,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,機能概要,MOVE,rest_request_unit_test_structure.pngの構成図のみ。design.md第3部の機能概要「全体像（図）」に直接該当するためMOVE。batch-13のcurrent-0200（ウェブアプリケーション版の同型全体像）と同型の判断。
current-0309,current-0309,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,22,46,"リクエスト単体テスト（RESTfulウェブサービス） > 概要 > 主なクラス, リソース",25,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,機能概要,MOVE,リクエスト単体テストクラス／テストデータ（Excelファイル）／テスト対象クラス(Action)／DbAccessTestSupport／HttpServer／RestTestSupportの6行の役割・作成単位表。design.md「主なクラスとリソース」表そのものであり機能概要へMOVE。input-0031（batch-10、RestTestSupport・SimpleRestTestSupport・RestMockHttpRequestの3クラスの役割のみを述べる簡易表）とRestTestSupportの行が概念上重複するが、本表はテスティングフレームワーク全体（リクエスト単体テストクラス〜HttpServerまで6クラス）を俯瞰する詳細表であり判断ルール5によりこちらを残す（重複先: input-0031。本バッチ末尾でinput-0031をDROPに変更、重複先note に current-0309/0310/0313/0314/0316/0318 を明記）。
current-0310,current-0310,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,49,74,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > モジュール一覧,26,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,テスティングフレームワーク本体(nablarch-testing-rest)・デフォルト設定(nablarch-testing-default-configuration)・内蔵サーバ実装(nablarch-testing-jetty12)の3モジュールのpom.xml依存関係定義コード例と、nablarch-testingへの依存を明記するimportantノート。design.md第1部「モジュール一覧の集約」はRESTful固有依存を処理方式のページに残すと定めており、依存関係追加はPart2使用方法の「テストを実行できるようにする」に該当（batch-09のcurrent-0267、JUnit5用拡張機能のモジュール一覧と同型判断）。リクエスト単体テストの設定（RESTfulウェブサービス）ページへMOVE（要確認：Part3の機能概要側に置く可能性もあり、ページ作成時に再検討の余地あり）。input-0031の必須モジュール3件の記述と重複するため、本バッチ末尾でinput-0031をDROPに変更（重複先: current-0310）。
current-0311,current-0311,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,77,93,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > 設定,17,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,アーキタイプ作成時のunit-test.xmlへの設定状況、RESTfulウェブサービス向け設定ファイル(nablarch/test/rest-request-test.xml)のimport追加手順とコード例、:ref:`rest-test-configuration`（各種設定値、current-0319/0320）への参照、Nablarch5u18以降のブランクプロジェクトでは設定済みという旨のtip。テスティングフレームワークを使用可能にする設定手順のためリクエスト単体テストの設定（RESTfulウェブサービス）ページの使用方法（テストを実行できるようにする）へMOVE。
current-0312,current-0312,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,97,99,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > (L2直下),3,user,,,,DROP,`.. _rest_test_superclasses:`という内部参照ラベルと空行のみで地の文を持たない。判断ルール1によりDROP。
current-0313,current-0313,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,102,111,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > SimpleRestTestSupport,10,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,SimpleRestTestSupportがリクエスト単体テスト用スーパクラスであり、データベース関連機能が不要な場合はRestTestSupportの代わりに使用する旨の説明と、RestTestSupport使用時はdbInfoまたはtestDataParserコンポーネントの準備が必要という区別のtip。batch-13のcurrent-0203（BasicHttpRequestTestTemplateの位置づけ説明、テストクラスを作成する手順としてMOVE）と同型のためリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。design.mdの「同じクラスの説明を拡張例で再掲しない」方針どおり、主なクラスとリソース表(current-0309)にはないSimpleRestTestSupport固有の情報（コンポーネント準備要否の違い）を持つため新規情報。input-0031のSimpleRestTestSupport要約（1行）より詳細なため、本バッチ末尾でinput-0031をDROPに変更（重複先: current-0313）。
current-0314,current-0314,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,114,118,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > RestTestSupport,5,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,RestTestSupportがリクエスト単体テスト用スーパクラスであり、SimpleRestTestSupportを継承しデータベース関連機能を持つという説明。current-0313の対をなす節のため同じくリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。input-0031のRestTestSupport要約（1行）より詳細なため、本バッチ末尾でinput-0031をDROPに変更（重複先: current-0314）。
current-0315,current-0315,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,121,145,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > データベース関連機能,25,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,RestTestSupportのデータベース関連機能はDbAccessTestSupportへの処理委譲で実現している旨、リクエスト単体テスト(REST)では不要なため意図的に委譲していない6メソッド（beginTransactions/commitTransactions/endTransactions/setThreadContextValues/assertSqlResultSetEquals/assertSqlRowEquals）の列挙、および委譲されたassertTableEquals等でDBを直接確認するテストよりAPIレスポンスでデータを確認するテストを推奨するimportantノート。batch-13のcurrent-0206（HttpRequestTestSupportの委譲メソッド説明、使用方法へMOVE）と同型のためリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。batch-09のDbAccessTestSupport本体の説明（current-0181〜0197）とは委譲有無の一覧という点で異なり重複しない。
current-0316,current-0316,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,148,195,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > 事前準備補助機能,48,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,内蔵サーバへのリクエスト送信に必要なRestMockHttpRequestを生成するget/post/put/patch/delete/newRequestの各メソッドのコード例、リクエストパラメータ設定の説明、およびRestMockHttpRequestが流れるようなインターフェイスでパラメータ設定できる旨とリクエスト構築例（post(...).setHeader(...).setCookie(...)）のtip。design.mdの「テストソースコードの実装例」（第2部に含めない＝第3部の使用方法に置く）に該当しリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。input-0031の「リクエスト構築（流れるようなインターフェース）: get/post/put/patch/delete/newRequest」という要約1文より、本セクションは各メソッドの引数・戻り値・コード例を含み大幅に詳細なため、判断ルール5により本セクションを残す（本バッチ末尾でinput-0031をDROPに変更、重複先: current-0316）。
current-0317,current-0317,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,198,207,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > 実行,10,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,RestTestSupportのsendRequest(HttpRequest request)メソッドを呼び出すことで内蔵サーバが起動されリクエストが送信される旨の説明とコード例。「テストを実行する」手順としてリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。
current-0318,current-0318,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,210,274,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > 結果確認,65,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,assertStatusCodeメソッドによるHTTPステータスコード確認（引数・アサート失敗条件の説明とコード例）、レスポンスボディの検証はフレームワークが仕組みを提供せずJSONAssert・json-path-assert・XMLUnit等の外部ライブラリ使用を推奨する旨とブランクプロジェクトでのpom.xml記載済み状況のtip、readTextResourceメソッドによるファイルベース期待値読み込み（テストクラスソースファイル・レスポンスボディ期待値ファイルの配置ディレクトリ対応表）。input-0031の「結果検証: assertStatusCode、readTextResource。レスポンスボディはJSONAssert等の外部ライブラリを推奨」という要約より、本セクションはメソッドの引数・アサート失敗条件・ファイル配置表を含み大幅に詳細なため、判断ルール5により本セクションを残す（本バッチ末尾でinput-0031をDROPに変更、重複先: current-0318）。「テスト結果を確認する」手順としてリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。
current-0319,current-0319,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,278,281,リクエスト単体テスト（RESTfulウェブサービス） > 各種設定値 > (L2直下),4,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,「環境設定に依存する設定値については、コンポーネント設定ファイルで変更できる。設定可能な項目を以下に示す。」という導入文（L2直下）。判断ルール1により後続のコンポーネント設定ファイル設定項目一覧（current-0320）と同じdest_sectionへ。batch-13のcurrent-0210（ウェブアプリケーション版の同型導入文）と同じくPart2の使用方法（コンポーネントを設定する）に対応するリクエスト単体テストの設定（RESTfulウェブサービス）ページへMOVE。
current-0320,current-0320,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,284,361,リクエスト単体テスト（RESTfulウェブサービス） > 各種設定値 > コンポーネント設定ファイル設定項目一覧,78,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,webBaseDir（ウェブアプリケーションのルートディレクトリ）・webFrontControllerKey（Webフロントコントローラーのリポジトリキー）の2設定項目とデフォルト値の一覧表、およびPJ共通webモジュールが存在する場合の複数ディレクトリ指定例、ウェブアプリケーション実行基盤とウェブサービス実行基盤を1つのWarで実行する場合のWebフロントコントローラー切り替え設定例（コンポーネント定義XML全文2件）を含む脚注2件。design.md§3の第2部記載範囲表が定める「コンポーネント設定ファイルの設定項目一覧」「設定ファイルの記述例」そのものであり第2部のリクエスト単体テストの設定（RESTfulウェブサービス）へMOVE。78行のためsplit-plan.md対象外（split-plan.mdはlines>=100の23件のみを対象と明記、本セクションは非対象）。batch-13のcurrent-0211（ウェブアプリケーション版の同型設定項目一覧）と同型の判断。
current-0046,current-0046,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,8,12,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > 概要 > (L2直下),5,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,「応答不要メッセージ処理用のアクションクラスは、Nablarchの一部として提供される。このため、リクエスト単体テストではこのアクションクラスを使用して、以下のテスト対象の成果物の確認を行う。」という導入文と「他のテストのようにアクションクラスに対する条件網羅や、限界値テストなどは実施不要である」という適用範囲の限定（L2直下）。判断ルール1により後続のテスト対象の成果物（current-0047）と同じdest_sectionへ。応答不要メッセージ受信処理はMOMによるメッセージングの受信側処理方式（用語集の正表記「応答不要メッセージ受信」、batch-10のinput-0033で確立した処理方式割当）のためリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。
current-0047,current-0047,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,15,18,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > 概要 > テスト対象の成果物,4,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,テスト対象の成果物（電文のレイアウトを定義したフォーマット定義ファイル・データベースへ電文を登録する際に使用するFormクラス・データベースへ電文を登録するためのINSERT文）の3項目の箇条書き。ページのスコープ定義（何を確認すればよいか）のためリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。
current-0048,current-0048,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,22,38,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > テストクラスの書き方,17,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,テストクラスの命名規則（<電文のリクエストID>RequestTest）、パッケージ規則（テスト対象機能と同じパッケージ）、nablarch.test.core.messaging.MessagingReceiveTestSupportを継承する必須要件とコード例。「テストクラスを作成する」手順としてリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
current-0049,current-0049,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,42,47,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > テストデータの書き方 > (L2直下),6,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,REFERENCE,「テスト対象の成果物のテストを行うために必要なテストデータの記述方法を説明する。テストデータの記述方法は、:ref:`real_request_test`を参照すること。本項では、:ref:`real_request_test`と記述方法が異なる箇所を解説する。」という導入文。参照先real_request_test（02_RequestUnitTest/real.rst、同期応答メッセージ受信処理、current-0100〜0110等）は本バッチ時点で未処理（mapping/_batch/batch-*.csvに02_RequestUnitTest/real.rstの行が存在しないことをgrepで確認済み）。batch-15のcurrent-0064（http_real.rstの同型L1直下、real_request_testへの参照＋差分解説という導入文をREFERENCEとしてHTTPメッセージング処理方式ページの使用方法に残した前例）に倣い、実体的な記法ではなく参照＋範囲宣言のみのためMOVEではなくREFERENCEとし、リクエスト単体テスト（MOMによるメッセージング）ページの使用方法に割り当てる。子節current-0050（各種期待値）はテストデータの記法説明のため判断ルール3によりテストデータの書き方ページへ送るが、本節自体は参照文のみで記法を持たないため同じdest_pageには追随しない（current-0064と同型の判断）。
current-0050,current-0050,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,50,56,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > テストデータの書き方 > 各種期待値,7,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,応答不要メッセージ受信処理では応答電文が存在しないため応答電文が期待値通りであることを確認する必要がなく、期待するデータベースの状態のみ確認すればよい旨、レスポンスメッセージ(「MESSAGE=expectedMessages」)の記述が不要である旨。テストデータの記法上の省略ルールを説明する内容のため判断ルール3によりテストデータの書き方ページへMOVE。batch-15のcurrent-0067（http_real.rstの応答電文の記法、同じくテストデータの書き方ページへMERGE済み）と同種の判断。参照元の同期応答メッセージ受信処理側（real.rst、各種期待値に相当するcurrent-0107）は本バッチ時点で未処理のため重複確認は当該セクションの処理バッチで行うこと。
input-0167,input-0167,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,2,10,NTF テストデータ読み込み機構 > (L1直下),9,developer,,,,DROP,本書（ntf-testdata-loading.md）自身の位置づけを述べる前置き。「利用者向けの『テストデータの書き方』（ntf-testdata-doc.md）が表側だとすれば、本書はその裏側──本体がどう動くか──です」「対象範囲：NTF本体（nablarch.test.core.reader）の読み込み経路。変換ツール・YAML経路は対象外」と明記しており、本書全体がNablarch開発者向けの内部実装解説であることを宣言する導入文。design.md§8の対象外規定に該当しDROP。
input-0168,input-0168,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,12,66,NTF テストデータ読み込み機構 > 1. 読み込みの4段階,55,developer,,,,DROP,design.md§8が名指しで対象外とする「読み込みの4段階」そのもの。①読む（PoiXlsReader）②掃除する（TestDataParsingTemplate）③変換する（各Interpreter）④組み立てる（データタイプ別パーサ）の4段階を示すmermaidフローチャート・クラス図（TestDataParser/BasicTestDataParser/TestDataReader等）・役割対応表。内部クラス構成の説明でありDROP。
input-0169,input-0169,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,68,116,NTF テストデータ読み込み機構 > 2. データタイプと組み立て方の対応,49,developer,,,,DROP,TestDataParsingTemplateを頂点とするパーサ継承ツリー（SingleDataParsingTemplate/GroupDataParsingTemplate/FixedLengthFileParser/VariableLengthFileParser/MessageParser系/TableDataParser/ListMapParser）のクラス図と、データタイプ別の担当パーサクラス名・組み立て方（状態機械／ヘッダ行＋データ行）の対応表。内部クラス構成と実装分類の説明でありDROP。
input-0170,input-0170,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,118,121,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > (L2直下),4,developer,,,,DROP,「変換には全データタイプ共通のもの（③）と組み立て時にデータタイプごとに行われるもの（④）の2種類がある」という導入文（L2直下）。1章で定義した内部処理段階③④の呼称を前提にした枠組みの説明にとどまり、それ自体に利用者向けの記法情報を含まない。子節のうち③（input-0171）・④（input-0172）は内容を個別に読んだ結果利用者向け記法としてMERGE済みだが、本導入文自体は内部処理段階の枠組み説明でありDROP。
input-0171,input-0171,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,123,136,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > ③ 共通変換：特殊記法を実値へ（全データタイプ共通）,14,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,"null・${systemTime}ほか日時記法・${文字種,文字数}（例${全角英字,10}）・${半角数字,4}-${半角数字,4}のような連結記法・ダブルクォート囲み・改行コード記法・ファイル参照記法という特殊記法と変換結果の対応表。「どう書けばどう解釈されるか」という利用者向けの入出力仕様そのものであるためaudience=user。design.md§8ただし書き（利用者向け仕様は解説書へ移す）に従いテストデータの書き方の使用方法へMERGE。"
input-0172,input-0172,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,138,147,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > ④ 個別整形：組み立て時にデータタイプごとに（値の整形・補完）,10,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,ファイル・メッセージは行末の空セルを取り除く、メッセージはレコード種別が空欄の行に既定のレコード種別を補う、テーブルはマーカーカラムを除外する、テーブルはDB登録時に値が省略されたカラムへデフォルト値を補完する、という4件の整形・補完仕様表。値を省略した場合にどう解釈されるかという利用者向けの入出力仕様のためaudience=user。design.md§8ただし書きによりテストデータの書き方の使用方法へMERGE。
input-0173,input-0173,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,149,158,NTF テストデータ読み込み機構 > 3. 値の変換と整形 > ③は不可逆、④は非破壊,10,developer,,,,DROP,変換後の値だけがキャッシュ（8章）に保持され変換前の生値には戻せない（③は不可逆）、④の整形は③変換後データのコピーに対して行われ入力側は書き換えられないため同じシートを取得し直せば整形前（③変換後）の状態から組み立てをやり直せる（④は非破壊）という、キャッシュ機構を前提にした内部の可逆性説明。テストデータの書き方に直接影響しない内部実装の挙動でありDROP。
input-0174,input-0174,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,160,179,NTF テストデータ読み込み機構 > 4. 状態機械による組み立て（ファイル・メッセージ） > (L2直下),20,developer,,,,DROP,design.md§8が名指しで対象外とする「状態機械」の遷移そのもの。ディレクティブ行→フィールド名称行→データ型行→フィールド長行→データ行という状態遷移をmermaidフローチャートで示し、「データ行かどうかは先頭セルが空かで決まる。先頭セルに値があれば次のレコードレイアウトのフィールド名称行とみなされる」「可変長はフィールド長行を持たない」という遷移条件、および電文でのフレームワーク制御ヘッダ分離を説明。状態機械の遷移条件そのものの説明でありDROP。
input-0175,input-0175,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,181,207,NTF テストデータ読み込み機構 > 4. 状態機械による組み立て（ファイル・メッセージ） > 組み立て先のデータモデル（ファイル・メッセージ）,27,developer,,,,DROP,"DataFile/DataFileFragment/Map<String,String>/MessagePool等の内部クラス名とその保持関係（ファイルデータが複数のレコードレイアウトを持つ、メッセージがファイルデータをボディとして内包する等）を示すmermaid図・対応表。状態機械が積み上げた結果の内部データモデルとクラス名の説明でありDROP。"
input-0176,input-0176,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,209,213,NTF テストデータ読み込み機構 > 5. ヘッダ行＋データ行による組み立て（テーブル・LIST_MAP） > (L2直下),5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,「マーカーカラム（ヘッダ行で[...]と半角角括弧で囲んだ列）は、組み立て時に読み込み対象から除外される。Excel上の見た目のためだけに存在する列を、構造化オブジェクトに含めないための仕組み」という記法説明（L2直下）。半角角括弧で囲むと除外されるという利用者向けの入出力仕様のためaudience=user。判断ルール3によりテストデータの書き方の使用方法へMOVE。
input-0177,input-0177,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,215,225,NTF テストデータ読み込み機構 > 5. ヘッダ行＋データ行による組み立て（テーブル・LIST_MAP） > 組み立て先のデータモデル（テーブル・LIST_MAP）,11,developer,,,,DROP,"テーブル/LIST_MAPの内部保持クラス（TableData、List<Map<String,String>>）とその構造（ファイルデータのような入れ子ではなくフラットな行の並び）を示す対応表。内部データモデルとクラス名の説明でありDROP。"
input-0178,input-0178,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,227,235,NTF テストデータ読み込み機構 > 6. 入口 API がまとめる単位,9,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,"入口API TestDataParserのgetSetupFile（SETUP_FIXEDとSETUP_VARIABLEをまとめて1つのファイルデータのリストとして返す）・getExpectedTableData（EXPECTED_TABLEとEXPECTED_COMPLETE_TABLEをマージして返す。後者は省略カラムにデフォルト値を補完してから統合）というAPI仕様。#5c差し戻し対応で実装を確認した結果（nablarch/nablarch-testing commit e21bf67時点 src/main/java/nablarch/test/core/reader/TestDataParser.java:21）TestDataParserインタフェース宣言に@Published(tag=""architect"")が付与されており利用者向け公開APIと確認。tag=""architect""は「アーキテクト向けに公開」を示すタグでありNTF内部専用を意味しない（nablarch-core commit fcb40bb時点 nablarch/core/util/annotation/Published.java:33-39のJavadoc）。加えて現行解説書current-0233/0234（06_TestFWGuide/03_Tips.rst 485-507）は同インタフェースの兄弟メソッドgetListMapをSystemRepository経由で直接呼び出す具体的コード例をアプリ開発者向けに既に説明しており、tag=""architect""であることが本解説書でのuser判定を妨げない先例が存在する。SETUP_FIXED/SETUP_VARIABLE・EXPECTED_TABLE/EXPECTED_COMPLETE_TABLEという複数シートがどう1つの結果にまとまるかは「どう書けばどう解釈されるか」という記法の仕様そのもののため、design.md§9ただし書き（利用者向け仕様は解説書へ移す）に従いテストデータの書き方の使用方法へMERGE（input-0171/0172/0176/0179と同じ判断）。"
input-0179,input-0179,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,237,249,NTF テストデータ読み込み機構 > 7. データブロックの選び方（Single / Group）,13,user,第3部 テストの実装方法,テストデータの書き方,テストデータの構造,MERGE,Single方式（データタイプとIDが完全一致する最初の1ブロックのみ取得。LIST_MAP・MESSAGE等）とGroup方式（データタイプ+groupId+'='の前方一致で複数ブロックを収集。テーブル・ファイル等）の対応表、および「複数のデータタイプを使用する場合は種類ごとにまとめて記述する」という規約はこの選び方に由来し、混在して書くと読み込みが途中で打ち切られるデータタイプがあるという注意書き。グループIDの書き方と読み込み結果の対応、および誤った書き方をした場合の実害を説明する利用者向け仕様のためaudience=user。テストデータの書き方の使用方法へMERGE。
input-0180,input-0180,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,251,256,NTF テストデータ読み込み機構 > 8. 再解析を避けるキャッシュ,6,developer,,,,DROP,design.md§8が名指しで対象外とする「キャッシュ」そのもの。①〜③（読む・掃除・変換）の結果がファイル名/シート名をキーにキャッシュされ、同じシートから複数のデータブロックを取得する場合でもExcelの読み込みと特殊記法変換は1回で済む、という性能最適化の内部実装説明。DROP。
input-0181,input-0181,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-loading.md,258,263,NTF テストデータ読み込み機構 > さいごに,6,developer,,,,DROP,「①〜③は全データタイプ共通で分岐するのは④だけ」「組み立て方は状態機械（ファイル・メッセージ）とヘッダ行＋データ行（テーブル・LIST_MAP）の実質2系統」「③（特殊記法変換）は不可逆、④（個別整形）は非破壊」という本書内部処理説明のまとめと、変換ツール設計（testdata-converter-design.md）への参照、本書の対象範囲がNTF本体のExcel読み込み経路のみでありテストデータの記法そのもの（ntf-testdata-doc.md）は対象外という限界の明示。内部処理説明のまとめでありDROP。
